City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Grand Gaube,20,MU,1552526644,83,-20.01,57.66,75.2,6.93
Isangel,75,VU,1552525200,74,-19.55,169.27,86.0,5.82
Jumla,92,NP,1552526801,100,29.28,82.18,26.88,1.72
Satuk,56,TR,1552526801,97,41.23,32.38,37.19,0.72
Beyneu,32,KZ,1552526801,63,45.32,55.19,50.01,8.21
Tehachapi,1,US,1552526790,32,35.13,-118.45,60.01,18.34
Hamilton,75,BM,1552526170,62,32.3,-64.78,59.0,13.87
Rawson,44,AR,1552526733,69,-43.3,-65.11,62.34,17.16
Chapais,90,CA,1552525200,91,49.78,-74.86,32.0,6.93
Kochi,40,IN,1552523400,88,9.96,76.25,75.2,3.36
Esmeraldas,0,BR,1552525200,83,-19.76,-44.31,71.6,3.36
Mao,20,DO,1552526742,78,19.55,-71.08,75.0,9.17
Buala,12,SB,1552526862,74,-8.15,159.59,87.77,6.53
Kano,0,NG,1552525200,33,11.99,8.53,73.4,4.7
Katobu,68,ID,1552526862,89,-4.94,122.53,83.76,9.44
Port Blair,0,IN,1552526862,100,11.67,92.75,79.94,6.2
Champerico,5,MX,1552524180,43,16.38,-93.6,87.8,13.87
Quelimane,75,MZ,1552525200,94,-17.88,36.89,77.0,19.46
Wanning,75,AT,1552526825,80,48.64,13.53,41.0,20.8
Kaset Sombun,0,TH,1552526863,73,16.28,101.95,66.17,2.39
Luorong,92,CN,1552526863,98,24.41,109.6,62.16,6.87
Kutum,0,SD,1552526863,20,14.2,24.66,62.34,10.11
Japura,92,ID,1552526863,97,-0.42,102.29,71.79,2.73
Chernyshevskiy,56,RU,1552526863,72,63.01,112.47,7.98,2.73
Nandi Hills,0,KE,1552521600,66,0.11,35.19,55.4,11.41
Saint-Leu,0,RE,1552526157,73,-21.15,55.28,75.2,9.17
Menongue,32,AO,1552526864,95,-14.66,17.68,61.8,2.39
Porto Novo,40,BR,1552521600,94,-23.68,-45.44,75.2,3.36
Chepareria,0,KE,1552526864,89,1.32,35.2,48.84,1.61
Port-Cartier,90,CA,1552526600,79,50.03,-66.88,27.0,5.82
Lisakovsk,68,KZ,1552526865,90,52.55,62.49,35.39,15.82
Banyumas,68,ID,1552526865,97,-7.52,109.29,81.96,4.41
Estevan,75,CA,1552526758,80,49.14,-102.99,33.8,20.8
Gambo,0,NG,1552526865,27,11.96,9.63,76.2,11.68
Bataipora,24,BR,1552526865,93,-22.3,-53.27,72.56,3.85
Khorinsk,0,RU,1552526866,62,52.16,109.78,17.57,4.18
Mandalgovi,0,MN,1552526866,65,45.76,106.27,16.67,11.45
Sabha,0,LY,1552526866,44,27.03,14.43,41.37,2.84
Praya,40,ID,1552525200,88,-8.71,116.27,78.8,3.4
Tessalit,0,ML,1552526866,22,20.2,1.01,56.76,7.2
Natitingou,0,BJ,1552521600,51,10.31,1.38,82.4,4.7
Sao Filipe,0,CV,1552526866,85,14.9,-24.5,73.82,17.27
Te Anau,36,NZ,1552526867,75,-45.41,167.72,49.56,3.51
Monroe,1,US,1552526643,100,41.91,-83.4,53.6,5.82
Vila Velha,75,BR,1552526288,94,-3.71,-38.6,75.99,8.05
Deputatskiy,20,RU,1552526826,52,69.3,139.9,-19.56,2.73
Esperance,20,TT,1552526706,83,10.24,-61.45,79.0,6.93
Tongling,92,CN,1552526867,83,30.93,117.81,51.36,2.84
Adrar,0,DZ,1552525200,16,27.87,-0.29,59.0,12.75
Thunder Bay,90,CA,1552526903,100,48.41,-89.26,37.0,5.82
Omboue,80,GA,1552526952,100,-1.57,9.26,79.08,6.64
Matay,0,EG,1552526874,42,28.42,30.79,51.77,10.56
Mareeba,40,AU,1552526002,62,-16.99,145.42,87.8,13.87
Chara,75,GR,1552526610,75,39.42,22.43,44.6,2.24
Kendari,20,ID,1552526953,88,-3.99,122.52,78.14,3.96
Roald,92,NO,1552526701,86,62.58,6.12,37.4,10.29
Okhotsk,0,RU,1552526953,87,59.36,143.24,13.29,3.18
Iberia,44,PE,1552526953,90,-11.41,-69.49,76.97,1.61
Ternate,20,PH,1552526922,51,14.29,120.72,84.99,9.17
Nushki,0,PK,1552526953,91,29.55,66.02,37.68,2.73
Doha,20,QA,1552525200,82,25.29,51.53,66.2,5.82
Vanimo,80,PG,1552526953,99,-2.67,141.3,82.59,17.27
Lagunas,76,PE,1552526954,85,-5.23,-75.68,79.08,2.28
Turochak,0,RU,1552526954,66,52.26,87.12,13.92,2.39
Atambua,92,ID,1552526954,100,-9.11,124.89,77.42,4.85
Alofi,75,NU,1552525200,74,-19.06,-169.92,84.2,18.34
Tucurui,68,BR,1552526951,91,-3.77,-49.67,77.55,2.17
Khurda,40,IN,1552525200,94,20.18,85.62,78.8,1.12
Yar-Sale,56,RU,1552526954,89,66.83,70.83,18.15,10.11
Srednekolymsk,44,RU,1552526955,70,67.46,153.71,-1.83,2.73
Tikrit,68,IQ,1552526955,36,34.62,43.68,64.19,16.82
Pinega,0,RU,1552526955,75,64.7,43.39,5.24,2.95
Nirsa,24,IN,1552526955,60,23.78,86.71,68.91,3.18
Ust-Ilimsk,92,RU,1552526955,83,57.96,102.73,27.51,9.1
Rapid Valley,90,US,1552526741,100,44.06,-103.15,30.0,18.34
Los Palacios,76,CU,1552526955,60,22.59,-83.25,81.02,5.97
Ukiah,1,US,1552526909,41,39.15,-123.21,59.0,11.41
Jackson,75,US,1552526483,64,35.61,-88.82,71.01,20.8
Nizhniy Odes,76,RU,1552526956,73,63.64,54.86,21.39,4.07
Salalah,0,OM,1552524600,49,17.01,54.1,71.6,3.36
Kingston,90,CA,1552526707,96,44.23,-76.48,35.6,10.29
Katsuura,75,JP,1552526912,31,33.93,134.5,50.0,14.99
Zhaotong,92,CN,1552526958,98,27.34,103.71,43.62,1.61
Pontianak,40,ID,1552525200,94,-0.02,109.34,78.8,7.2
Ust-Tsilma,56,RU,1552526958,90,65.44,52.15,19.01,4.63
San Cristobal,75,EC,1552526132,93,-0.39,-78.55,59.0,4.7
San Fernando,20,CL,1552525200,38,-34.58,-70.99,73.4,8.05
Kaa-Khem,0,RU,1552526960,69,51.7,94.56,11.49,2.51
Mayo,90,CA,1552525200,43,63.59,-135.9,35.6,6.93
Burley,90,US,1552524780,47,42.54,-113.79,39.2,18.34
Zyryanka,36,RU,1552526960,74,65.73,150.89,-3.05,3.18
Fairbanks,75,US,1552526724,47,64.84,-147.72,41.0,10.29
Caohe,12,CN,1552526961,80,32.93,105.08,23.87,1.95
Moranbah,0,AU,1552526961,74,-22.0,148.04,84.39,5.3
Samarai,92,PG,1552526805,100,-10.62,150.67,76.2,13.58
Reconquista,0,AR,1552527021,86,-29.14,-59.64,65.4,6.73
Navolato,5,MX,1552527016,47,24.76,-107.7,75.2,6.93
Zhanaozen,76,KZ,1552527022,95,43.35,52.85,43.21,3.94
Fredericksburg,1,US,1552526940,28,30.28,-98.87,75.0,5.82
La Romana,20,DO,1552525200,88,18.43,-68.97,75.2,4.7
Wewak,76,PG,1552527024,73,-3.55,143.63,85.78,4.38
Xiaoweizhai,92,CN,1552527024,98,26.23,107.51,51.0,4.38
Miri,0,NG,1552527025,54,10.31,9.75,63.46,3.38
Udachnyy,0,RU,1552526947,67,66.42,112.4,-10.25,2.51
Fairview,90,US,1552526776,60,40.81,-74.0,42.01,7.99
Itarema,24,BR,1552527027,97,-2.92,-39.92,74.22,3.04
Gongzhuling,0,CN,1552527027,48,43.5,124.81,38.58,10.87
Pospelikha,0,RU,1552527027,86,51.99,81.83,24.36,10.42
Shizukuishi,40,JP,1552525200,69,39.7,140.98,39.2,13.87
Moreira Sales,8,BR,1552527028,95,-24.05,-53.01,70.35,2.93
Havre-Saint-Pierre,75,CA,1552525200,85,50.23,-63.6,19.4,8.05
Sola,75,NO,1552527023,93,58.89,5.65,41.0,9.17
Husavik,92,CA,1552526770,87,50.56,-96.99,33.01,8.01
Sao Jose da Coroa Grande,92,BR,1552527030,100,-8.9,-35.15,77.1,2.48
Richards Bay,36,ZA,1552526882,87,-28.77,32.06,73.77,8.88
Phonhong,75,LA,1552525200,100,18.5,102.42,71.6,0.36
Shingu,40,JP,1552525200,37,33.72,135.99,50.0,18.34
Tezu,76,IN,1552527031,70,27.93,96.16,63.6,1.14
Gonbad-e Qabus,24,IR,1552525200,76,37.25,55.17,48.2,3.36
Rudsar,0,IR,1552525200,66,37.14,50.29,53.6,0.36
Kieta,88,PG,1552527031,100,-6.22,155.63,80.07,3.94
Hervey Bay,90,AU,1552527010,66,-25.3,152.85,87.01,10.29
North Las Vegas,1,US,1552527004,16,36.2,-115.11,55.99,18.34
Comodoro Rivadavia,40,AR,1552525200,87,-45.87,-67.48,60.8,10.42
Ulladulla,75,AU,1552526966,69,-35.36,150.48,73.99,6.93
La Asuncion,76,EC,1552527032,100,-1.64,-78.74,46.5,2.37
College,75,US,1552526724,47,64.86,-147.8,41.0,10.29
Ostrovnoy,12,RU,1552527032,76,68.05,39.51,8.88,12.77
Bissau,0,GW,1552527032,44,11.86,-15.58,73.05,7.63
Constantine,75,DZ,1552525200,87,36.36,6.61,44.6,4.7
Port Hedland,80,AU,1552525200,34,-20.31,118.58,96.8,13.87
Fort Nelson,40,CA,1552525200,33,58.81,-122.69,44.6,5.82
Beloha,20,MG,1552527033,79,-25.17,45.06,71.61,13.11
Vestmannaeyjar,92,IS,1552526804,91,63.44,-20.27,38.22,8.21
Boulder,90,US,1552526828,59,40.02,-105.27,35.6,21.92
Les Cayes,76,HT,1552527034,100,18.19,-73.75,75.39,9.19
Taoudenni,0,ML,1552527094,34,22.68,-3.98,51.99,7.4
Kisangani,20,CD,1552527094,94,0.52,25.21,73.32,2.04
Broken Hill,0,AU,1552525200,23,-31.97,141.45,73.4,6.93
Gazli,0,UZ,1552527094,62,40.13,63.45,43.17,5.95
Myitkyina,32,MM,1552527094,71,25.38,97.4,74.4,2.82
Tara,90,JP,1552526922,49,33.0,130.15,54.0,5.82
Sorland,92,NO,1552526798,100,67.67,12.69,34.49,21.18
Teya,5,MX,1552527024,35,21.05,-89.07,89.6,13.87
Kampong Chhnang,48,KH,1552527095,62,12.25,104.67,85.33,6.62
Nianzishan,44,CN,1552527095,46,47.51,122.88,34.93,9.98
Yumen,0,CN,1552527095,52,40.29,97.04,38.08,4.16
Thai Binh,75,VN,1552525200,100,20.45,106.33,73.4,4.7
Macomb,90,US,1552526676,100,40.46,-90.67,59.0,18.34
Luangwa,36,MZ,1552527096,70,-15.62,30.4,71.52,2.37
Gao,88,ML,1552527096,23,16.28,-0.04,74.49,7.74
Bathsheba,75,BB,1552525200,78,13.22,-59.52,78.8,14.99
Las Vegas,1,US,1552526752,16,36.17,-115.15,55.99,18.34
Chancay,40,PE,1552526705,88,-11.56,-77.27,73.4,10.29
Chumikan,80,RU,1552527097,87,54.72,135.31,23.19,7.07
Mokokchung,76,IN,1552527097,54,26.32,94.52,69.99,0.81
Nerchinsk,0,RU,1552527097,31,51.98,116.59,28.99,9.86
Kiruna,88,SE,1552524600,85,67.86,20.23,15.8,4.7
